0.217428	0.815897	-1.000000
0.570454	-0.328284	-1.000000
0.027055	-0.003791	1.000000
-0.524326	0.549232	-1.000000
0.469562	-0.039492	1.000000
-0.554690	-0.023607	-1.000000
-0.174790	0.029833	1.000000
-0.011109	-0.269211	1.000000
-0.233844	-0.154650	1.000000
-0.362104	0.254056	1.000000
-0.202434	0.759228	-1.000000
-0.542779	-0.078689	-1.000000
0.885005	0.403220	-1.000000
-0.433124	0.685918	-1.000000
-0.536824	-0.078063	-1.000000
-0.554542	-0.790412	-1.000000
-0.411362	0.308931	-1.000000
0.000646	-0.505327	-1.000000
-0.160305	0.033561	1.000000
-0.219839	-0.005154	1.000000
-0.098779	-0.130163	1.000000
0.032772	0.061787	1.000000
0.139654	-0.666062	-1.000000
0.219868	-0.380282	1.000000
-0.096163	0.472178	1.000000
-0.699392	-0.668057	-1.000000
0.118440	0.103667	1.000000
-0.151109	0.003179	1.000000
-0.517153	0.292491	-1.000000
0.676504	0.110912	-1.000000
0.457428	0.129045	1.000000
-0.265780	-0.570520	-1.000000
-0.403403	-0.431621	-1.000000
-0.266748	0.237191	1.000000
0.363579	0.916660	-1.000000
-0.466226	0.811653	-1.000000
-0.048529	0.374640	1.000000
-0.122929	0.376611	1.000000
0.376381	0.494986	-1.000000
-0.543555	-0.661679	-1.000000
-0.623575	0.348652	-1.000000
-0.144159	0.874416	-1.000000
-0.307594	0.183676	1.000000
0.563935	0.047950	-1.000000
0.258990	-0.811402	-1.000000
0.794120	0.310510	-1.000000
0.724609	-0.513975	-1.000000
-0.058840	0.718907	-1.000000
0.428988	0.541037	-1.000000
-0.183906	0.082291	1.000000
-0.034518	-0.111171	1.000000
0.045066	0.214169	1.000000
0.474690	0.340482	-1.000000
-0.018442	0.015410	1.000000
-0.574202	-0.668589	-1.000000
-0.729364	-0.326546	-1.000000
0.069682	-0.051233	1.000000
0.531344	0.058458	-1.000000
0.170624	-0.453277	1.000000
-0.479418	0.323744	-1.000000
0.056963	0.386727	1.000000
0.027245	-0.004023	1.000000
-0.027413	-0.480290	1.000000
-0.104721	0.358562	1.000000
0.100032	0.119422	1.000000
-0.073740	0.007366	1.000000
-0.231952	-0.284410	1.000000
0.317694	-0.155861	1.000000
0.171281	-0.121126	1.000000
-0.215704	-0.189315	1.000000
0.330102	-0.036345	1.000000
0.174353	0.121184	1.000000
-0.432464	0.124896	1.000000
-0.005484	-0.167753	1.000000
0.587417	0.152127	-1.000000
0.029931	0.058389	1.000000
0.359942	-0.057297	1.000000
-0.333931	-0.370262	1.000000
-0.780332	-0.419681	-1.000000
0.825284	-0.086289	-1.000000
0.208348	-0.352946	1.000000
0.531544	-0.188013	-1.000000
0.605594	-0.771444	-1.000000
-0.530855	0.835913	-1.000000
0.735562	0.154377	-1.000000
0.336213	-0.160322	1.000000
0.104148	-0.201078	1.000000
-0.835077	0.266246	-1.000000
-0.120423	0.386086	1.000000
0.625177	-0.108010	-1.000000
0.020902	-0.110272	1.000000
0.038409	0.073375	1.000000
-0.858961	-0.204728	-1.000000
0.221749	-0.378722	1.000000
0.390385	0.619622	-1.000000
-0.045918	0.323312	1.000000
-0.004001	0.002237	1.000000
-0.186278	-0.072829	1.000000
-0.445540	0.104813	1.000000
0.244048	-0.933081	-1.000000
