0.021986	-0.240695	1.000000
-0.234210	0.023336	1.000000
-0.269358	0.521113	-1.000000
0.119634	-0.566586	-1.000000
-0.492545	-0.162921	-1.000000
0.107497	-0.679283	-1.000000
-0.685546	-0.027783	-1.000000
0.704878	-0.265269	-1.000000
-0.584588	0.208246	-1.000000
0.112325	-0.415671	1.000000
-0.197252	0.200974	1.000000
0.222741	-0.122171	1.000000
0.000379	-0.629562	-1.000000
-0.000694	0.285817	1.000000
0.240913	-0.086227	1.000000
0.075585	-0.395324	1.000000
0.692372	-0.192174	-1.000000
0.220874	-0.230878	1.000000
-0.483632	-0.652725	-1.000000
-0.193082	0.522592	-1.000000
0.087379	-0.077313	1.000000
0.085702	-0.056160	1.000000
0.013220	-0.004950	1.000000
0.627316	-0.338230	-1.000000
0.752995	0.063650	-1.000000
0.942206	0.051114	-1.000000
0.406297	-0.233026	1.000000
0.016320	0.016989	1.000000
0.030656	0.004620	1.000000
-0.047229	0.045047	1.000000
0.130096	0.014786	1.000000
0.148963	0.877785	-1.000000
-0.801776	-0.557180	-1.000000
0.637795	0.217642	-1.000000
0.220811	-0.148444	1.000000
0.090632	-0.160197	1.000000
-0.017938	-0.115128	1.000000
0.136890	-0.411364	1.000000
0.039118	-0.364325	1.000000
0.241380	-0.488603	-1.000000
-0.236024	-0.678110	-1.000000
0.113863	-0.796583	-1.000000
-0.866132	-0.279044	-1.000000
0.641031	0.735692	-1.000000
-0.088719	0.662765	-1.000000
-0.297158	-0.023539	1.000000
-0.578811	0.519717	-1.000000
0.103531	0.167765	1.000000
0.003722	-0.071254	1.000000
-0.241280	0.239688	1.000000
-0.699664	0.049753	-1.000000
0.137542	-0.394245	1.000000
-0.810033	0.129555	-1.000000
-0.042962	0.180979	1.000000
0.206997	0.528082	-1.000000
-0.271186	0.202047	1.000000
0.000716	-0.001657	1.000000
-0.513344	0.019005	-1.000000
-0.178639	0.483152	-1.000000
-0.054103	0.497503	-1.000000
-0.076186	-0.313087	1.000000
0.065715	0.083465	1.000000
-0.441089	-0.304567	-1.000000
-0.158385	0.762335	-1.000000
0.532694	0.203631	-1.000000
-0.417819	-0.526952	-1.000000
-0.244742	-0.827729	-1.000000
-0.073679	0.850994	-1.000000
0.372320	0.140852	1.000000
0.024201	0.485620	1.000000
0.405908	0.667940	-1.000000
-0.690280	-0.505940	-1.000000
-0.720417	0.456267	-1.000000
0.176652	0.155602	1.000000
-0.094872	0.138675	1.000000
-0.107698	-0.522366	-1.000000
0.042521	-0.002446	1.000000
-0.029638	-0.114380	1.000000
0.287387	-0.247398	1.000000
-0.145497	-0.059875	1.000000
-0.299466	0.062739	1.000000
-0.012316	-0.019485	1.000000
0.264574	-0.685703	-1.000000
-0.219739	-0.061356	1.000000
0.063729	-0.481747	1.000000
0.050488	-0.189188	1.000000
0.870605	0.461217	-1.000000
-0.617023	-0.192802	-1.000000
-0.012141	0.443288	1.000000
-0.187265	-0.675921	-1.000000
0.044227	-0.001161	1.000000
-0.496028	-0.534328	-1.000000
-0.198988	0.734019	-1.000000
-0.611343	-0.071415	-1.000000
0.119176	0.874144	-1.000000
-0.381895	-0.127185	1.000000
-0.401126	0.344813	-1.000000
0.720647	-0.294631	-1.000000
0.451891	-0.004509	1.000000
0.846138	-0.262689	-1.000000
